번호,번호2,학년-반-번호,자료명,저자명,청구기호,대출일,반납일
2593,A100305,3-7반-21,밤의 화사들,윤혜숙 글,813.6 윤94ㅂ,2018.09.27,2018.10.04
2594,A100305,3-7반-21,"14살, 나를 구해줘",미야타 유고 지음 ;이수경 옮김,513.85 미63ㅇ,2018.09.27,2018.10.04
2595,A100474,3-11반-24,"아빠, 경영학이 뭐예요?",심윤섭 지음,325 심66ㅇ,2018.09.27,2018.10.01
2596,A100474,3-11반-24,"베끼고, 훔치고, 창조하라",김종춘 지음,325.04 김75ㅂ,2018.09.27,2018.10.01
2597,A100078,3-7반-20,말이 칼이 될 때,홍성수 지음,334.2 홍54ㅁ,2018.09.28,2018.11.01
2598,A100161,,(흔들리는 30대를 위한) 언니의 독설,김미경 지음,325.04 김38ㅇ,2018.09.28,2018.12.04
2599,A100246,3-4반-22,판결 VS 판결,김용국 지음,360 김65ㅍ,2018.09.28,2018.10.01
2600,A100547,3-2반-27,룬의 아이들. 7: 새벽을 택하라,전민희 지음,813.6 전38ㄹ v.7,2018.09.28,2018.10.02
2601,A100077,3-1빈-13,구글은 빅데이터를 어떻게 활용했는가,벤 웨이버 지음; 배충효 옮김,331.1 웨68ㄱ,2018.10.01,2018.10.15
2602,A100077,3-1빈-13,"작은 용기, 세상을 바꾸다",로라 스탠디피오 지음;부희령 옮김,331.2 스883ㅈ,2018.10.01,2018.10.15
2603,A100091,3-11반-15,(사진과 그림으로 보는) 한국 현대사,서중석 지음;역사문제연구소 기획,,2018.10.01,2018.10.05
2604,A100091,3-11반-15,"구름 위의 지휘관, 파일럿",한고희 글;정우열 그림,558 한15ㄱ,2018.10.01,2018.10.05
2605,A100198,3-10반-18,흑소소설,히가시노 게이고 지음;이선희 옮김,833.6 히12ㅎ,2018.10.01,2018.10.02
2606,A100198,3-10반-18,교환살인에는 어울리지 않는 밤,히가시가와 도쿠야 지음 ;신주혜 옮김,833.7 히12ㄱ,2018.10.01,2018.10.02
2607,A100246,3-4반-22,아이디어 메이커,뤼크 드 브라방데르;앨런 아이니 [공]지음;이진원 옮김,181.53 브292ㅇ,2018.10.01,2018.10.10
2608,A100474,3-11반-24,왜 나는 사업을 하는가,이상수 지음,325.21 이52ㅇ,2018.10.01,2018.10.04
2609,A100474,3-11반-24,대리사회,김민섭,326.33504 김38ㄷ,2018.10.01,2018.10.04
2610,A100198,3-10반-18,여자 없는 남자들,무라카미 하루키 지음;양윤옥 옮김,833.6 무292ㅇ,2018.10.02,2018.10.04
2611,A100198,3-10반-18,괴소소설,히가시노 게이고 지음;이선희 옮김,833.6 히12ㄱ,2018.10.02,2018.10.04
2612,A100547,3-2반-27,룬의 아이들. 2-1,전민희 지음,813.6 전38ㄹ v.2-1,2018.10.02,2018.10.04
2613,A100547,3-2반-27,룬의 아이들. 2-2,전민희 지음,813.6 전38ㄹ v.2-2,2018.10.02,2018.10.04
2614,A100198,3-10반-18,아름다운 흉기,히가시노 게이고 지음; 민경옥 옮김,,2018.10.04,2018.10.05
2615,A100198,3-10반-18,독소소설,히가시노 게이고 지음;이선희 옮김,833.6 히12ㄷ,2018.10.04,2018.10.05
2616,A100374,,최숙빈,김종성 지음,990.94 김75ㅊ c.2,2018.10.04,2018.10.04
2617,A100474,3-11반-24,(100명의 백만장자에게서 찾아낸) 부자가 되는 뇌의 비밀,유상우 지음,,2018.10.04,2018.10.15
2618,A100474,3-11반-24,프로페셔널 CEO,"해럴드 제닌, 앨빈 모스코우 지음;권오열 옮김",,2018.10.04,2018.10.15
2619,A100091,3-11반-15,맛있는 물리,이기진 글·그림,420 이18ㅁ c.2,2018.10.05,2018.10.15
2620,A100091,3-11반-15,내가 먹는것이 바로 나,허남혁 지음;김종엽 그림,594.1 허192ㄴ,2018.10.05,2018.10.15
2621,A100271,,아내를 모자로 착각한 남자,올리버 색스 지음; 조석현 옮김; 이정호 그림,513.8 색57아,2018.10.11,2018.11.05
2622,A100271,,달과 6펜스,서머싯 몸 지음;송무 옮김;나현정 그림,고      808.9 청55ㅍ v.23,2018.10.11,2018.11.05
2623,A100077,3-1빈-13,사인과 다면체와 별과 패턴,알렉스 벨로스;에드먼드 해리스 [공]지음;편집부 옮김,410 벨295ㅅ,2018.10.15,2018.10.19
2624,A100077,3-1빈-13,우주의 비밀,아이작 아시모프 지음;이충호 옮김,443.1 아58ㅇ,2018.10.15,2018.10.19
2625,A100091,3-11반-15,(알짜배기) 과학상식. 2,서울과학고등학교 선생님들 지음,400 선53ㄱ v.2,2018.10.15,2018.10.19
2626,A100091,3-11반-15,과학으로 생각한다,이상욱;홍성욱;장대익;이중원,409 이52ㄱ,2018.10.15,2018.10.19
2627,A100111,,일생에 한번은 스페인을 만나라,최도성 지음,982.702 최25ㅇ,2018.10.15,2018.10.22
2628,A100111,,스페인 셀프 트래블,김은하 지음,982.702 김67ㅅ,2018.10.15,2018.10.22
2629,A100184,3-5반-6,달콤한 생명과학,조진원,470 조78ㄷ,2018.10.15,2018.10.22
2630,A100184,3-5반-6,연애의 행방,히가시노 게이고 지음;양윤옥 옮김,833.6 히12ㅇ,2018.10.15,2018.10.22
2631,A100474,3-11반-24,(스티브 잡스의) 창조 카리스마,김영한 지음,325.1 김64ㅊ,2018.10.15,2018.10.19
2632,A100474,3-11반-24,(트렌드를 창조하는 자)이노베이터,김영세 지음,325.1 김64ㅇ,2018.10.15,2018.10.19
2633,A100176,3-6반-16,나는 공부를 못해,야마다 에이미 지음;양억관 옮김,833.6 에68ㄴ,2018.10.16,2018.10.17
2634,A100198,3-10반-18,붉은 소파,조영주,813.6 조64ㅂ,2018.10.16,2018.10.18
2635,A100305,3-7반-21,"14살, 나를 구해줘",미야타 유고 지음 ;이수경 옮김,513.85 미63ㅇ,2018.10.16,2018.12.18
2636,A100305,3-7반-21,밤의 화사들,윤혜숙 글,813.6 윤94ㅂ,2018.10.16,2018.11.09
2637,A100048,3-3반-18,"털 빠진 원숭이, 진화론을 생각하다",노무라 준이치로 지음;임경택 옮김,490.4 노36ㅌ,2018.10.17,2018.10.24
2638,A100082,3-2반-10,"(국민 건축가 이현욱 소장이 알려 주는)굿바이 아파트, 집 짓기의 정석",이현욱 지음,549.781 이94ㄱ,2018.10.17,2018.10.24
2639,A100241,3-6반-21,(동에 번쩍 서에 번쩍)세계 지리 이야기,조지욱 지음,980 조78ㅅ,2018.10.17,2018.10.22
2640,A100270,3-5반-7,말의 품격,이기주 지음,818 이18ㅁ c.2,2018.10.17,2018.10.24
2641,A100324,3-1빈-24,영혼의 도서관,랜섬 릭스 지음 ; 이진 옮김,843.6 릭57ㅇ,2018.10.17,2018.10.19
2642,A100342,3-4반-6,재미있는 영재들의 수학퍼즐. 2,박부성,410.7 박46ㅈㄱ v.2,2018.10.17,2018.10.24
2643,A100359,3-10반-23,리딩으로 리드하라,이지성 지음,029.4 이78ㄹ c.2,2018.10.17,2018.10.24
2644,A100372,3-1빈-27,대한민국 치킨전,정은정 지음,594.04 정67ㄷ,2018.10.17,2018.10.24
2645,A100428,3-9반-14,옆집 아이 보고서,최고나 글,813.6 최15ㅇ,2018.10.17,2018.10.24
2646,A100428,3-9반-14,"건축, 우리의 자화상",임석재 지음,610.911 임54ㄱ c.2,2018.10.17,2018.10.24
2647,A100442,3-3반-28,생각 정리 공부법,"김민영,정지연,권선영 [공]지음",029.8 김38새,2018.10.17,2018.10.24
2648,A100536,3-6반-12,불량엄마 굴욕사건,비키 그랜트 저;이도영 역,843 그293ㅂ,2018.10.17,2018.10.24
2649,A100540,3-3반-15,"여름, 어디선가 시체가",박연선 지음,813.6 박64ㅇ,2018.10.17,2018.10.24
2650,A100549,3-12반-23,러브크래프트 전집. 1: 크툴루 신화,H. P. 러브크래프트 저;정진영 옮김,843 러47ㄹ v.1,2018.10.17,2018.11.12
2651,A100551,3-1빈-9,교실이 달라졌어요,EBS 교실이 달라졌어요 제작팀,373 이48ㄱ,2018.10.17,2018.10.24
2652,A100554,3-4반-30,최초의 3분,스티븐 와인버그 지음; 신상진 옮김,443.1 와68ㅊ,2018.10.17,2018.10.24
2653,A100005,3-10반-11,가시고기,조창인 지음,813.6 조82ㄱ c.3,2018.10.18,2018.11.13
2654,A100030,3-4반-1,랩걸,호프 자런 지음;김희정 옮김,470.9 자294ㄹ,2018.10.18,2018.10.25
2655,A100076,3-8반-2,그건 혐오예요,홍재희 지음,334.2 홍73ㄱ,2018.10.18,2018.10.25
2656,A100147,3-9반-3,할머니의 연애시대. 3,벌리 도허티 지음;선우미정 옮김,808.9 창48ㅊ v.3,2018.10.18,2018.10.25
2657,A100198,3-10반-18,바이퍼케이션. 3,이우혁 지음,813.6 이66ㅂ v.3,2018.10.18,2018.10.19
2658,A100198,3-10반-18,보복대행전문주식회사. 1,이외수 지음,813.6 이65ㅂ v.1,2018.10.18,2018.10.19
2659,A100203,3-3반-9,진실 게임,[최나미 지음],813.6 최192ㅈ,2018.10.18,2018.10.25
2660,A100255,3-1빈-6,14살에 시작하는 처음 심리학 : 청소년을 위한 생활밀착형 심리 교과서,정재윤 지음,180 정73ㅇ,2018.10.18,2018.10.25
2661,A100304,3-7반-10,옥탑방 슈퍼스타,최상희 지음,813.6 최52ㅇ,2018.10.18,2018.10.25
2662,A100326,3-5반-11,모두 깜언,김중미 지음,808.9 창48 v.64c.2,2018.10.18,2018.10.25
2663,A100327,3-7반-12,일제하 유아보육사 연구,이윤진,375.109 이66ㅇ,2018.10.18,2018.10.25
2664,A100342,3-4반-6,궁에는 개꽃이 산다. 3,윤태루 지음,813.6 윤883ㄱ v.3,2018.10.18,2018.10.22
2665,A100342,3-4반-6,궁에는 개꽃이 산다. 2,윤태루 지음,813.6 윤883ㄱ v.2,2018.10.18,2018.10.18
2666,A100351,3-1빈-26,파인만의 여섯가지 물리 이야기,리처드 파인만 강의;박병철 옮김,420.04 강67ㅍ,2018.10.18,2018.10.25
2667,A100380,3-5반-14,내가? 정치를? 왜?,이형관; 문현경,340.02 이94ㄴ,2018.10.18,2018.10.25
2668,A100418,3-8반-10,나의 페미니즘 공부법 : 도쿄대에서 우에노 지즈코에게 싸우는 법을 배우다,하루카 요코 ; 지비원,337.04 요875ㄴ,2018.10.18,2018.10.25
2669,A100422,3-7반-17,밀레니얼 칠드런,장은선 지음,813.6 장67ㅁ,2018.10.18,2018.10.25
2670,A100425,3-9반-13,고리의 비밀,오시은 지음,813.6 오58ㄱ,2018.10.18,2018.10.25
2671,A100429,3-11반-22,1억 모을래? 그냥 살래?,맹재원 지음,327.04 맹73ㅇ,2018.10.18,2018.11.06
2672,A100464,3-7반-25,사이코,전상국,813.6 전52ㅅ,2018.10.18,2018.10.25
2673,A100012,3-8반-1,이름 없는 너에게. 26,벌리 도허티 지음;장영희 옮김,808.9 창48ㅊ v.26,2018.10.19,2018.11.09
2674,A100061,3-4반-18,(식탁 위의 과학)분자요리,이시카와신이치 지음 ; 홍주영 옮김,594.5 이58ㅂ,2018.10.19,2018.11.09
2675,A100077,3-1빈-13,솔로몬의 반지,콘라트 로렌츠 지음;김천혜 옮김,491.508 로294ㅅ,2018.10.19,2018.10.22
2676,A100077,3-1빈-13,엄마는 페미니스트,치마만다 응고지 아디치에 지음;황가한 옮김,337.1 아28ㅇ,2018.10.19,2018.10.22
2677,A100091,3-11반-15,"10대의 섹스, 유쾌한 섹슈얼리티",유쾌한섹슈얼리티인권센터 기획;변혜정 엮음,334.22 유875ㅅ,2018.10.19,2018.10.22
2678,A100091,3-11반-15,(청소년을 위한)정신의학 에세이,하지현 지음,513.8 하78ㅈ c.2,2018.10.19,2018.10.22
2679,A100178,,느낌의 공동체,신형철 지음,814.6 신94ㄴ,2018.10.19,2018.11.22
2680,A100196,3-9반-6,위저드 베이커리,구병모 지음,813.6 구44ㅇ,2018.10.19,2018.11.22
2681,A100198,3-10반-18,어쩌자고 우린 열일곱,이옥수 지음,813.6 이65ㅇ,2018.10.19,2018.10.23
2682,A100198,3-10반-18,보복대행전문주식회사. 2,이외수 지음,813.6 이65ㅂ v.2,2018.10.19,2018.10.23
2683,A100200,3-9반-7,청소년을 위한 행복론 에세이,강영계 지음,104 강64ㅊㅎ,2018.10.19,2018.10.26
2684,A100223,3-2반-21,살인자의 기억법,김영하,813.6 김64_ㅅ,2018.10.19,2018.10.22
2685,A100246,3-4반-22,엄마 반성문,이유남 지음,378.9 이66ㅇ,2018.10.19,2018.10.22
2686,A100246,3-4반-22,화내는 부모가 아이를 망친다,매튜 맥케이 지음;구승준 옮김,378.9 맥874ㅎ,2018.10.19,2018.10.22
2687,A100291,3-2반-3,열일곱 살의 털,김해원 지음,813.6 김93ㅇ c.3,2018.10.19,2018.11.14
2688,A100474,3-11반-24,20대 경제생활 첫걸음,양석조;김신욱 지음,327.04 양54,2018.10.19,2018.10.22
2689,A100474,3-11반-24,(EBS 다큐프라임)자본주의 사용설명서,EBS〈자본주의〉제작팀 지음,327.04 이48ㅈ,2018.10.19,2018.10.22
2690,A100498,3-3반-13,"4월이구나, 수영아",최숙란 엮음,818 최56ㅅ,2018.10.19,2018.10.26
2691,A100547,3-2반-27,장외인간. 2,이외수 지음,813.6 이65ㅈ v.2,2018.10.19,2018.10.26
2692,A100547,3-2반-27,장외인간. 1,이외수 지음,813.6 이65ㅈ v.1,2018.10.19,2018.10.26
2693,A100077,3-1빈-13,워블리스,폴 불;니콜 슐만 [공]엮음;황동하 옮김,336.42 불948ㅇ,2018.10.22,2018.10.26
2694,A100077,3-1빈-13,고등어,공지영 지음,813.6 공78ㄱ,2018.10.22,2018.10.26
2695,A100091,3-11반-15,네 탓이 아니라 뇌 탓이야!,이규영 지음,410.7 이16ㄴ,2018.10.22,2018.10.26
2696,A100091,3-11반-15,(선생님도 모르는)과학자 이야기,사마키 다케오 외 지음;윤명현 옮김;원혜진 그림,409.9 사32ㄱ,2018.10.22,2018.10.26
2697,A100112,3-1빈-14,과학으로 생각한다,이상욱;홍성욱;장대익;이중원,409 이52ㄱ,2018.10.22,2018.10.29
2698,A100420,3-4반-27,싸우는 소년,오문세 지음,813.6 오36ㅆ,2018.10.22,2018.10.26
2699,A100474,3-11반-24,(장사의 신) 호설암,증다오 지음;한정은 옮김,325.099 증22ㅎ c.2,2018.10.22,2018.10.26
2700,A100474,3-11반-24,(평전) 스티브 잡스 vs 빌 게이츠,다케우치가즈마사,325.099 다874ㅅ,2018.10.22,2018.10.26
2701,A100176,3-6반-16,이제 와서 날개라 해도,요네자와 호노부 지음; 김선영 옮김,833.6 요194ㅇ,2018.10.23,2018.11.01
2702,A100198,3-10반-18,변신,히가시노 게이고 지음; 이선희 옮김,833.6 히12벼,2018.10.23,2018.10.24
2703,A100524,3-5반-18,"(하루 15분,)기적의 노트 공부법",와다 히데키 지음;정윤아 옮김,373 와221ㄱ,2018.10.23,2018.11.07
2704,A100082,3-2반-10,청소년자원봉사  어떻게 할까?,백은영 지음,338.13 백67ㅊ,2018.10.24,2018.10.30
2705,A100082,3-2반-10,"(국민 건축가 이현욱 소장이 알려 주는)굿바이 아파트, 집 짓기의 정석",이현욱 지음,549.781 이94ㄱ,2018.10.24,2018.10.30
2706,A100198,3-10반-18,할로우 시티,랜섬 릭스 지음 ; 이진 옮김,843 릭57ㅎ,2018.10.24,2018.10.26
2707,A100249,3-2반-2,수학특성화중학교. 2: 인공지능 피피와 수학 좀 하는 녀석들,이윤원;김주희 지음; 녹시 그림,813.6 이66ㅅ v.2,2018.10.24,2018.10.25
2708,A100249,3-2반-2,수학특성화중학교. 3: 우리들의 좌표를 찾아서,이윤원;김주희 지음; 녹시 그림,813.6 이66ㅅ v.3,2018.10.24,2018.10.25
2709,A100270,3-5반-7,말의 품격,이기주 지음,818 이18ㅁ c.2,2018.10.24,2018.10.31
2710,A100342,3-4반-6,앨리스 죽이기,고바야시 야스미 지음;김은모 옮김,833.6 고42ㅇ,2018.10.24,2018.11.02
2711,A100359,3-10반-23,리딩으로 리드하라,이지성 지음,029.4 이78ㄹ c.2,2018.10.24,2018.10.31
2712,A100372,3-1빈-27,대한민국 치킨전,정은정 지음,594.04 정67ㄷ,2018.10.24,2018.10.24
2713,A100397,3-5반-24,(내 인생의) 스프링 캠프,정유정 지음,,2018.10.24,2018.10.31
2714,A100478,3-12반-14,동물 쇼의 웃음 쇼 동물의 눈물,로브 레이들로 지음;박성실 옮김,491 레68ㄷ,2018.10.24,2018.11.01
2715,A100525,3-2반-6,올 댓 셰프,스토리텔링콘텐츠연구소 지음,594.504 스885ㅇ,2018.10.24,2018.11.13
2716,A100084,3-2반-12,우유의 역습,티에리 수카르 지음;김성희 옮김,594.254 수872ㅇ,2018.10.25,2018.11.01
2717,A100380,3-5반-14,내가? 정치를? 왜?,이형관; 문현경,340.02 이94ㄴ,2018.10.25,2018.11.01
2718,A100405,3-2반-23,(21세기) 먼나라 이웃나라. 3: 도이칠란트,이원복 글·그림,909 이66ㅁ v.3,2018.10.25,2018.11.01
2719,A100418,3-8반-10,나의 페미니즘 공부법 : 도쿄대에서 우에노 지즈코에게 싸우는 법을 배우다,하루카 요코 ; 지비원,337.04 요875ㄴ,2018.10.25,2018.11.01
2720,A100425,3-9반-13,고리의 비밀,오시은 지음,813.6 오58ㄱ,2018.10.25,2018.11.01
2721,A100365,3-4반-26,스프링벅,배유안 지음,808.9 창48 v.12 c.2,2018.10.26,2018.11.01
2722,A100434,3-3반-10,"쇼스타코비치, 그 삶과 음악",리처드 화이트하우스 지음;김형수 옮김,670.99 화68ㅅ,2018.10.26,2018.11.02
2723,A100485,3-5반-25,퇴마록. 국-1: 눈뜨라고 부르는 소리 있도다,이우혁 지음,813.6 이66ㅌ v.국-1,2018.10.26,2018.11.02
2724,A100200,3-9반-7,빵빵 터지는 20세기 세계사 + 한국사,홍명진 지음;이병희 그림,909.5 홍34ㅃ,2018.10.29,2018.11.02
2725,A100200,3-9반-7,"릴리에게, 할아버지가",앨런 맥팔레인 지음; 이근영 옮김,848 맥892ㄹ,2018.10.29,2018.11.02
2726,A100474,3-11반-24,스포츠가 아이의 미래를 바꾼다,21세기교육연구회 지음,692 이58ㅅ,2018.10.29,2018.11.05
2727,A100474,3-11반-24,멈추지 않는 도전,박지성 지음,695.404 박78ㅁ c.3,2018.10.29,2018.11.05
2728,A100076,3-8반-2,개 같은 날은 없다,이옥수 지음,813.6 이65ㄱ,2018.10.30,2018.11.05
2729,A100091,3-11반-15,영화 이해의 길잡이,정재형 지음,688 정73ㅇ,2018.10.30,2018.11.02
2730,A100091,3-11반-15,광고는 왜 10대를 좋아할까?,샤리 그레이든 글;미셸 라모로 그림;김루시아 옮김,325.7 그294ㄱ,2018.10.30,2018.11.02
2731,A100203,3-3반-9,불량엄마 굴욕사건,비키 그랜트 저;이도영 역,843 그293ㅂ,2018.10.30,2018.11.05
2732,A100246,3-4반-22,난장이가 쏘아올린 작은 공,조세희 지음,813.6 조54ㄴ c.4,2018.10.30,2018.11.01
2733,A100276,3-11반-5,난장이가 쏘아올린 작은 공,조세희 지음,813.6 조54ㄴ c.2,2018.10.30,2018.11.05
2734,A100047,3-8반-22,요리를 욕망하다,마이클 폴란 지음;김현정 옮김,594.5 폴292ㅇ,2018.10.31,2018.11.06
2735,A100062,3-2반-9,Understanding of computers basic,김명주 저,004 김34ㅇ,2018.10.31,2018.11.05
2736,A100082,3-2반-10,서바이벌 스쿨,게리 폴슨 지음;신재실 옮김,843 폴57ㅅ,2018.10.31,2018.11.02
2737,A100099,3-6반-3,뱀파이어의 꽃. 1,신지은 지음,813.6 신78ㅂ v.1,2018.10.31,2018.11.05
2738,A100102,,에르브 광장의 작은 책방,에릭 드 케르멜 지음;강현주 옮김,863 케297ㅇ,2018.10.31,2018.12.03
2739,A100102,,인생 우화,류시화 지음,813.6 류58ㅇ,2018.10.31,2018.12.03
2740,A100146,,4차 산업혁명과 미래 직업,이종호 지음,331.5 이75ㅅ,2018.10.31,2018.11.07
2741,A100184,3-5반-6,유엔미래보고서 2045. 2045,박영숙;제롬 글렌 [공]지음,331.5 박64ㅇ v.2045,2018.10.31,2018.11.05
2742,A100198,3-10반-18,에레보스,우르술라 포츠난스키 지음 ;김진아 옮김,853 포85ㅇ,2018.10.31,2018.11.02
2743,A100270,3-5반-7,자존감 수업,윤홍균 지음,182.1 윤95ㅈ,2018.10.31,2018.11.07
2744,A100312,,(한 권에 끝내는)주말여행의 모든 곳,김수진;정은주 [공]지음,981.1 김56ㅈ,2018.10.31,2018.12.10
2745,A100312,,해리. 2,공지영 지음,813.6 공78ㅎ v.2,2018.10.31,2018.12.10
2746,A100312,,죽고 싶지만 떡볶이는 먹고 싶어,백세희 지음,814.6 백54ㅈ,2018.10.31,2018.12.10
2747,A100312,,(하루 5분)엄마의 말습관,임영주 지음,378.9 임64ㅇ,2018.10.31,2018.12.10
2748,A100324,3-1빈-24,어드벤처 라이프,다카하시아유무; 양윤옥,838 다872ㅇ,2018.10.31,2018.11.05
2749,A100377,3-11반-7,"홀딩, 턴",서유미 지음,813.6 서66ㅎ,2018.10.31,2018.11.02
2750,A100397,3-5반-24,(내 인생의) 스프링 캠프,정유정 지음,,2018.10.31,2018.11.07
2751,A100407,3-4반-10,거리 두기,임춘성 지음; 니나킴 그림,199.1 임85ㄱ,2018.10.31,2018.11.07
2752,A100452,3-8반-14,"열일곱, 내 길을 간다",최관의 글,818 최15ㅇ,2018.10.31,2018.11.02
2753,A100470,3-6반-11,교보문고 스토리공모전,이준영 [외]지음,813.6 이76ㄱ,2018.10.31,2018.11.05
2754,A100198,3-10반-18,난장이가 쏘아올린 작은 공,조세희 지음,813.6 조54ㄴ c.4,2018.11.01,2018.11.06
2755,A100246,3-4반-22,인문학이 인권에 답하다,박경서 [외]지음,342.1 박14ㅇ,2018.11.01,2018.11.05
2756,A100246,3-4반-22,인권,최현,342.1 최94ㅇ,2018.11.01,2018.11.05
2757,A100312,,원미동 사람들,양귀자 지음,100 813.6 양16ㅇ c.3,2018.11.01,2018.11.02
2758,A100312,,원미동 사람들,양귀자 지음,100 813.6 양16ㅇ c.2,2018.11.01,2018.11.02
2759,A100312,,원미동 사람들,양귀자 지음,100 813.6 양16ㅇ,2018.11.01,2018.12.10
2760,A100032,3-10반-12,지구를 구하려면 자본주의에서 벗어나라!,에르베 켐프 지음;정혜용 옮김,322.01 켐897ㅈ,2018.11.02,2018.11.05
